timestamp,Pattern name,Color
2023-10-30 13:34:08,Circle,RED
2023-10-30 13:34:08,Circle,BLUE
2023-10-30 13:34:08,Rectangle,RED
2023-10-30 13:34:08,Circle,BLUE
2023-10-30 13:34:08,Circle,RED
2023-10-30 13:34:08,Circle,BLUE
2023-10-30 13:34:08,Circle,BLUE
2023-10-30 13:34:08,Circle,BLUE
2023-10-30 13:34:08,Circle,BLUE
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Triangle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Square,RED
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Square,RED
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Triangle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Rectangle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Rectangle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Rectangle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Rectangle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Rectangle,RED
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Rectangle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:09,Circle,RED
2023-10-30 13:34:09,Circle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Rectangle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Rectangle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Rectangle,BLUE
2023-10-30 13:34:10,Rectangle,RED
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Rectangle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Rectangle,RED
2023-10-30 13:34:10,Rectangle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Rectangle,RED
2023-10-30 13:34:10,Rectangle,BLUE
2023-10-30 13:34:10,Rectangle,RED
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Rectangle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Rectangle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Rectangle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Rectangle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Rectangle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Rectangle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Rectangle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Rectangle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Circle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Rectangle,RED
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:10,Circle,BLUE
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Rectangle,RED
2023-10-30 13:34:11,Rectangle,BLUE
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Rectangle,BLUE
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Rectangle,BLUE
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Rectangle,BLUE
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,ORANGE
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,ORANGE
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Circle,VIOLET
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:11,Circle,RED
2023-10-30 13:34:11,Circle,BLUE
2023-10-30 13:34:12,Circle,BLUE
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,BLUE
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,BLUE
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Rectangle,BLUE
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Rectangle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Rectangle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Rectangle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Rectangle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,ORANGE
2023-10-30 13:34:12,Rectangle,RED
2023-10-30 13:34:12,Circle,ORANGE
2023-10-30 13:34:12,Circle,BLUE
2023-10-30 13:34:12,Circle,BLUE
2023-10-30 13:34:12,Circle,BLUE
2023-10-30 13:34:12,Circle,BLUE
2023-10-30 13:34:12,Rectangle,BLUE
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Rectangle,BLUE
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,BLUE
2023-10-30 13:34:12,Rectangle,BLUE
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Rectangle,BLUE
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Rectangle,BLUE
2023-10-30 13:34:12,Rectangle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Rectangle,BLUE
2023-10-30 13:34:12,Rectangle,BLUE
2023-10-30 13:34:12,Rectangle,RED
2023-10-30 13:34:12,Circle,RED
2023-10-30 13:34:12,Rectangle,BLUE
2023-10-30 13:34:12,Rectangle,BLUE
2023-10-30 13:34:12,Rectangle,RED
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,RED
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,RED
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,RED
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,RED
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,RED
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,RED
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Rectangle,VIOLET
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,RED
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,RED
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Rectangle,VIOLET
2023-10-30 13:34:13,Rectangle,RED
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Rectangle,RED
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,RED
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,RED
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,RED
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Circle,ORANGE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,RED
2023-10-30 13:34:13,Circle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Circle,RED
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:13,Rectangle,BLUE
2023-10-30 13:34:14,Circle,RED
2023-10-30 13:34:14,Circle,BLUE
2023-10-30 13:34:14,Rectangle,BLUE
2023-10-30 13:34:14,Circle,RED
2023-10-30 13:34:14,Circle,BLUE
2023-10-30 13:34:14,Rectangle,BLUE
2023-10-30 13:34:14,Rectangle,RED
2023-10-30 13:34:14,Rectangle,BLUE
2023-10-30 13:34:14,Rectangle,BLUE
2023-10-30 13:34:14,Circle,BLUE
2023-10-30 13:34:14,Rectangle,BLUE
